date                ,no ,x and y      ,xend and yend
22:32:23 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:32:23 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:32:23 Sun-21-Jul,3,"(249, 229)","(480, 214)"
22:32:23 Sun-21-Jul,4,"(341, 170)","(478, 155)"
22:32:23 Sun-21-Jul,5,"(391, 178)","(480, 163)"
22:32:23 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:32:23 Sun-21-Jul,2,"(259, 144)","(334, 129)"
22:32:23 Sun-21-Jul,3,"(249, 229)","(480, 214)"
22:32:23 Sun-21-Jul,4,"(339, 170)","(477, 155)"
22:32:23 Sun-21-Jul,5,"(389, 178)","(480, 163)"
22:32:23 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:32:23 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:32:23 Sun-21-Jul,3,"(249, 230)","(480, 215)"
22:32:23 Sun-21-Jul,4,"(338, 170)","(477, 155)"
22:32:23 Sun-21-Jul,5,"(389, 178)","(480, 163)"
22:32:24 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:32:24 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:32:24 Sun-21-Jul,3,"(249, 230)","(480, 215)"
22:32:24 Sun-21-Jul,4,"(338, 170)","(477, 155)"
22:32:24 Sun-21-Jul,5,"(389, 178)","(480, 163)"
22:32:24 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:32:24 Sun-21-Jul,2,"(259, 144)","(334, 129)"
22:32:24 Sun-21-Jul,3,"(249, 230)","(480, 215)"
22:32:24 Sun-21-Jul,4,"(338, 170)","(477, 155)"
22:32:24 Sun-21-Jul,5,"(389, 178)","(480, 163)"
22:32:24 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:32:24 Sun-21-Jul,2,"(259, 144)","(334, 129)"
22:32:24 Sun-21-Jul,3,"(249, 230)","(480, 215)"
22:32:24 Sun-21-Jul,4,"(338, 170)","(477, 155)"
22:32:24 Sun-21-Jul,5,"(389, 178)","(480, 163)"
22:32:24 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:32:24 Sun-21-Jul,2,"(259, 144)","(334, 129)"
22:32:24 Sun-21-Jul,3,"(249, 230)","(480, 215)"
22:32:24 Sun-21-Jul,4,"(338, 170)","(477, 155)"
22:32:24 Sun-21-Jul,5,"(389, 178)","(480, 163)"
22:32:24 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:32:24 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:32:24 Sun-21-Jul,3,"(249, 230)","(480, 215)"
22:32:24 Sun-21-Jul,4,"(339, 170)","(477, 155)"
22:32:24 Sun-21-Jul,5,"(390, 178)","(480, 163)"
22:32:25 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:32:25 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:32:25 Sun-21-Jul,3,"(248, 230)","(480, 215)"
22:32:25 Sun-21-Jul,4,"(339, 170)","(478, 155)"
22:32:25 Sun-21-Jul,5,"(390, 177)","(480, 162)"
22:32:25 Sun-21-Jul,1,"(6, 152)","(145, 137)"
22:32:25 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:32:25 Sun-21-Jul,3,"(249, 230)","(480, 215)"
22:32:25 Sun-21-Jul,4,"(340, 170)","(477, 155)"
22:32:25 Sun-21-Jul,5,"(390, 178)","(480, 163)"
22:32:25 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:32:25 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:32:25 Sun-21-Jul,3,"(249, 229)","(480, 214)"
22:32:25 Sun-21-Jul,4,"(339, 170)","(477, 155)"
22:32:25 Sun-21-Jul,5,"(390, 178)","(480, 163)"
22:32:25 Sun-21-Jul,1,"(5, 152)","(146, 137)"
22:32:25 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:32:25 Sun-21-Jul,3,"(248, 229)","(480, 214)"
22:32:25 Sun-21-Jul,4,"(339, 170)","(477, 155)"
22:32:25 Sun-21-Jul,5,"(390, 178)","(480, 163)"
22:32:26 Sun-21-Jul,1,"(5, 152)","(146, 137)"
22:32:26 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:32:26 Sun-21-Jul,3,"(248, 230)","(480, 215)"
22:32:26 Sun-21-Jul,4,"(340, 170)","(477, 155)"
22:32:26 Sun-21-Jul,5,"(390, 178)","(480, 163)"
22:32:26 Sun-21-Jul,1,"(4, 153)","(146, 138)"
22:32:26 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:32:26 Sun-21-Jul,3,"(248, 230)","(480, 215)"
22:32:26 Sun-21-Jul,4,"(339, 170)","(477, 155)"
22:32:26 Sun-21-Jul,5,"(390, 178)","(480, 163)"
22:32:26 Sun-21-Jul,1,"(6, 153)","(146, 138)"
22:32:26 Sun-21-Jul,2,"(260, 144)","(333, 129)"
22:32:26 Sun-21-Jul,3,"(248, 229)","(480, 214)"
22:32:26 Sun-21-Jul,4,"(336, 170)","(476, 155)"
22:32:26 Sun-21-Jul,5,"(391, 179)","(480, 164)"
22:32:26 Sun-21-Jul,1,"(5, 153)","(146, 138)"
22:32:26 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:32:26 Sun-21-Jul,3,"(248, 229)","(480, 214)"
22:32:26 Sun-21-Jul,4,"(335, 170)","(476, 155)"
22:32:26 Sun-21-Jul,5,"(390, 180)","(480, 165)"
22:32:27 Sun-21-Jul,1,"(5, 153)","(147, 138)"
22:32:27 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:32:27 Sun-21-Jul,3,"(249, 230)","(480, 215)"
22:32:27 Sun-21-Jul,4,"(337, 170)","(476, 155)"
22:32:27 Sun-21-Jul,5,"(391, 181)","(480, 166)"
22:32:27 Sun-21-Jul,1,"(3, 152)","(145, 137)"
22:32:27 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:32:27 Sun-21-Jul,3,"(249, 230)","(480, 215)"
22:32:27 Sun-21-Jul,4,"(336, 170)","(476, 155)"
22:32:27 Sun-21-Jul,5,"(390, 181)","(480, 166)"
22:32:27 Sun-21-Jul,1,"(3, 152)","(145, 137)"
22:32:27 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:32:27 Sun-21-Jul,3,"(249, 230)","(480, 215)"
22:32:27 Sun-21-Jul,4,"(336, 170)","(476, 155)"
22:32:27 Sun-21-Jul,5,"(390, 181)","(480, 166)"
22:32:27 Sun-21-Jul,1,"(2, 152)","(145, 137)"
22:32:27 Sun-21-Jul,2,"(259, 144)","(333, 129)"
22:32:27 Sun-21-Jul,3,"(249, 230)","(480, 215)"
22:32:27 Sun-21-Jul,4,"(336, 170)","(476, 155)"
22:32:27 Sun-21-Jul,5,"(390, 181)","(480, 166)"
22:32:27 Sun-21-Jul,1,"(0, 150)","(144, 135)"
22:32:27 Sun-21-Jul,2,"(259, 143)","(334, 128)"
22:32:27 Sun-21-Jul,3,"(249, 230)","(480, 215)"
22:32:27 Sun-21-Jul,4,"(336, 170)","(476, 155)"
22:32:27 Sun-21-Jul,5,"(390, 180)","(480, 165)"
22:32:28 Sun-21-Jul,1,"(4, 150)","(141, 135)"
22:32:28 Sun-21-Jul,2,"(258, 143)","(334, 128)"
22:32:28 Sun-21-Jul,3,"(249, 229)","(480, 214)"
22:32:28 Sun-21-Jul,4,"(335, 170)","(476, 155)"
22:32:28 Sun-21-Jul,5,"(390, 180)","(480, 165)"
22:32:28 Sun-21-Jul,1,"(4, 150)","(141, 135)"
22:32:28 Sun-21-Jul,2,"(259, 143)","(334, 128)"
22:32:28 Sun-21-Jul,3,"(249, 229)","(480, 214)"
22:32:28 Sun-21-Jul,4,"(335, 170)","(476, 155)"
22:32:28 Sun-21-Jul,5,"(391, 187)","(481, 172)"
22:32:28 Sun-21-Jul,1,"(7, 149)","(138, 134)"
22:32:28 Sun-21-Jul,2,"(259, 143)","(334, 128)"
22:32:28 Sun-21-Jul,3,"(249, 229)","(480, 214)"
22:32:28 Sun-21-Jul,4,"(335, 170)","(476, 155)"
22:32:28 Sun-21-Jul,5,"(391, 187)","(481, 172)"
22:32:28 Sun-21-Jul,1,"(2, 151)","(141, 136)"
22:32:28 Sun-21-Jul,2,"(259, 143)","(334, 128)"
22:32:28 Sun-21-Jul,3,"(249, 228)","(480, 213)"
22:32:28 Sun-21-Jul,4,"(335, 170)","(476, 155)"
22:32:28 Sun-21-Jul,5,"(391, 186)","(481, 171)"
22:32:29 Sun-21-Jul,1,"(258, 143)","(334, 128)"
22:32:29 Sun-21-Jul,2,"(4, 153)","(141, 138)"
22:32:29 Sun-21-Jul,3,"(249, 228)","(480, 213)"
22:32:29 Sun-21-Jul,4,"(335, 169)","(476, 154)"
22:32:29 Sun-21-Jul,5,"(391, 186)","(481, 171)"
22:32:29 Sun-21-Jul,1,"(258, 143)","(334, 128)"
22:32:29 Sun-21-Jul,2,"(-1, 151)","(143, 136)"
22:32:29 Sun-21-Jul,3,"(249, 228)","(480, 213)"
22:32:29 Sun-21-Jul,4,"(335, 169)","(476, 154)"
22:32:29 Sun-21-Jul,5,"(391, 187)","(481, 172)"
22:32:29 Sun-21-Jul,1,"(258, 143)","(334, 128)"
22:32:29 Sun-21-Jul,2,"(248, 230)","(481, 215)"
22:32:29 Sun-21-Jul,3,"(-1, 146)","(149, 131)"
22:32:29 Sun-21-Jul,4,"(343, 170)","(477, 155)"
22:32:29 Sun-21-Jul,5,"(391, 178)","(480, 163)"
22:32:29 Sun-21-Jul,1,"(258, 143)","(334, 128)"
22:32:29 Sun-21-Jul,2,"(4, 153)","(147, 138)"
22:32:29 Sun-21-Jul,3,"(248, 230)","(481, 215)"
22:32:29 Sun-21-Jul,4,"(344, 170)","(477, 155)"
22:32:29 Sun-21-Jul,5,"(391, 184)","(481, 169)"
22:32:29 Sun-21-Jul,1,"(258, 142)","(334, 127)"
22:32:29 Sun-21-Jul,2,"(-4, 152)","(155, 137)"
22:32:29 Sun-21-Jul,3,"(248, 230)","(480, 215)"
22:32:29 Sun-21-Jul,4,"(344, 170)","(478, 155)"
22:32:29 Sun-21-Jul,5,"(391, 184)","(481, 169)"
22:32:30 Sun-21-Jul,1,"(-7, 151)","(143, 136)"
22:32:30 Sun-21-Jul,2,"(258, 142)","(335, 127)"
22:32:30 Sun-21-Jul,3,"(248, 230)","(480, 215)"
22:32:30 Sun-21-Jul,4,"(342, 170)","(477, 155)"
22:32:30 Sun-21-Jul,5,"(391, 185)","(481, 170)"
22:32:30 Sun-21-Jul,1,"(259, 143)","(334, 128)"
22:32:30 Sun-21-Jul,2,"(248, 231)","(480, 216)"
22:32:30 Sun-21-Jul,3,"(3, 152)","(153, 137)"
22:32:30 Sun-21-Jul,4,"(341, 170)","(477, 155)"
22:32:30 Sun-21-Jul,5,"(390, 178)","(480, 163)"
22:32:30 Sun-21-Jul,1,"(259, 143)","(334, 128)"
22:32:30 Sun-21-Jul,2,"(7, 155)","(153, 140)"
22:32:30 Sun-21-Jul,3,"(248, 230)","(480, 215)"
22:32:30 Sun-21-Jul,4,"(339, 170)","(477, 155)"
22:32:30 Sun-21-Jul,5,"(390, 178)","(480, 163)"
22:32:30 Sun-21-Jul,1,"(259, 143)","(334, 128)"
22:32:30 Sun-21-Jul,2,"(7, 155)","(153, 140)"
22:32:30 Sun-21-Jul,3,"(248, 230)","(480, 215)"
22:32:30 Sun-21-Jul,4,"(339, 170)","(477, 155)"
22:32:30 Sun-21-Jul,5,"(390, 178)","(480, 163)"
22:32:31 Sun-21-Jul,1,"(260, 145)","(333, 130)"
22:32:31 Sun-21-Jul,2,"(7, 153)","(149, 138)"
22:32:31 Sun-21-Jul,3,"(249, 230)","(480, 215)"
22:32:31 Sun-21-Jul,4,"(339, 170)","(477, 155)"
22:32:31 Sun-21-Jul,5,"(390, 177)","(480, 162)"
22:32:31 Sun-21-Jul,1,"(260, 145)","(333, 130)"
22:32:31 Sun-21-Jul,2,"(1, 147)","(142, 132)"
22:32:31 Sun-21-Jul,3,"(249, 230)","(480, 215)"
22:32:31 Sun-21-Jul,4,"(339, 170)","(477, 155)"
22:32:31 Sun-21-Jul,5,"(390, 177)","(480, 162)"
22:32:31 Sun-21-Jul,1,"(259, 145)","(332, 130)"
22:32:31 Sun-21-Jul,2,"(249, 230)","(480, 215)"
22:32:31 Sun-21-Jul,3,"(6, 150)","(137, 135)"
22:32:31 Sun-21-Jul,4,"(339, 170)","(477, 155)"
22:32:31 Sun-21-Jul,5,"(390, 178)","(480, 163)"
22:32:31 Sun-21-Jul,1,"(260, 144)","(332, 129)"
22:32:31 Sun-21-Jul,2,"(249, 230)","(480, 215)"
22:32:31 Sun-21-Jul,3,"(0, 146)","(142, 131)"
22:32:31 Sun-21-Jul,4,"(339, 169)","(477, 154)"
22:32:31 Sun-21-Jul,5,"(389, 178)","(480, 163)"
22:32:32 Sun-21-Jul,1,"(259, 144)","(332, 129)"
22:32:32 Sun-21-Jul,2,"(3, 146)","(136, 131)"
22:32:32 Sun-21-Jul,3,"(248, 230)","(480, 215)"
22:32:32 Sun-21-Jul,4,"(339, 169)","(477, 154)"
22:32:32 Sun-21-Jul,5,"(391, 186)","(481, 171)"
22:32:32 Sun-21-Jul,1,"(259, 143)","(332, 128)"
22:32:32 Sun-21-Jul,2,"(248, 230)","(480, 215)"
22:32:32 Sun-21-Jul,3,"(2, 153)","(144, 138)"
22:32:32 Sun-21-Jul,4,"(340, 170)","(477, 155)"
22:32:32 Sun-21-Jul,5,"(390, 178)","(480, 163)"
22:32:32 Sun-21-Jul,1,"(258, 143)","(333, 128)"
22:32:32 Sun-21-Jul,2,"(-7, 152)","(150, 137)"
22:32:32 Sun-21-Jul,3,"(249, 230)","(480, 215)"
22:32:32 Sun-21-Jul,4,"(340, 170)","(477, 155)"
22:32:32 Sun-21-Jul,5,"(389, 178)","(480, 163)"
22:32:32 Sun-21-Jul,1,"(258, 143)","(333, 128)"
22:32:32 Sun-21-Jul,2,"(5, 154)","(125, 139)"
22:32:32 Sun-21-Jul,3,"(249, 229)","(480, 214)"
22:32:32 Sun-21-Jul,4,"(338, 170)","(476, 155)"
22:32:32 Sun-21-Jul,5,"(389, 178)","(480, 163)"
22:32:33 Sun-21-Jul,1,"(258, 143)","(333, 128)"
22:32:33 Sun-21-Jul,2,"(249, 229)","(480, 214)"
22:32:33 Sun-21-Jul,3,"(-4, 152)","(146, 137)"
22:32:33 Sun-21-Jul,4,"(339, 170)","(476, 155)"
22:32:33 Sun-21-Jul,5,"(389, 178)","(480, 163)"
22:32:33 Sun-21-Jul,1,"(257, 144)","(333, 129)"
22:32:33 Sun-21-Jul,2,"(250, 229)","(480, 214)"
22:32:33 Sun-21-Jul,3,"(-1, 151)","(147, 136)"
22:32:33 Sun-21-Jul,4,"(337, 170)","(476, 155)"
22:32:33 Sun-21-Jul,5,"(388, 178)","(480, 163)"
22:32:33 Sun-21-Jul,1,"(258, 144)","(333, 129)"
22:32:33 Sun-21-Jul,2,"(7, 152)","(132, 137)"
22:32:33 Sun-21-Jul,3,"(249, 229)","(480, 214)"
22:32:33 Sun-21-Jul,4,"(337, 170)","(476, 155)"
22:32:33 Sun-21-Jul,5,"(391, 186)","(481, 171)"
22:32:33 Sun-21-Jul,1,"(259, 144)","(333, 129)"
22:32:33 Sun-21-Jul,2,"(6, 152)","(124, 137)"
22:32:33 Sun-21-Jul,3,"(249, 229)","(480, 214)"
22:32:33 Sun-21-Jul,4,"(336, 170)","(476, 155)"
22:32:33 Sun-21-Jul,5,"(391, 186)","(481, 171)"
22:32:33 Sun-21-Jul,1,"(259, 144)","(333, 129)"
22:32:33 Sun-21-Jul,2,"(1, 152)","(129, 137)"
22:32:33 Sun-21-Jul,3,"(249, 229)","(479, 214)"
22:32:33 Sun-21-Jul,4,"(337, 170)","(477, 155)"
22:32:33 Sun-21-Jul,5,"(391, 185)","(481, 170)"
22:32:34 Sun-21-Jul,1,"(260, 144)","(333, 129)"
22:32:34 Sun-21-Jul,2,"(-1, 150)","(134, 135)"
22:32:34 Sun-21-Jul,3,"(250, 230)","(479, 215)"
22:32:34 Sun-21-Jul,4,"(343, 170)","(478, 155)"
22:32:34 Sun-21-Jul,5,"(391, 185)","(481, 170)"
22:32:34 Sun-21-Jul,1,"(260, 144)","(333, 129)"
22:32:34 Sun-21-Jul,2,"(-1, 150)","(134, 135)"
22:32:34 Sun-21-Jul,3,"(250, 230)","(479, 215)"
22:32:34 Sun-21-Jul,4,"(343, 170)","(478, 155)"
22:32:34 Sun-21-Jul,5,"(391, 185)","(481, 170)"
22:32:34 Sun-21-Jul,1,"(261, 145)","(334, 130)"
22:32:34 Sun-21-Jul,2,"(1, 145)","(142, 130)"
22:32:34 Sun-21-Jul,3,"(250, 230)","(479, 215)"
22:32:34 Sun-21-Jul,4,"(340, 169)","(478, 154)"
22:32:34 Sun-21-Jul,5,"(390, 178)","(480, 163)"
22:32:34 Sun-21-Jul,1,"(261, 144)","(333, 129)"
22:32:34 Sun-21-Jul,2,"(1, 146)","(139, 131)"
22:32:34 Sun-21-Jul,3,"(250, 230)","(479, 215)"
22:32:34 Sun-21-Jul,4,"(342, 170)","(477, 155)"
22:32:34 Sun-21-Jul,5,"(390, 179)","(480, 164)"
22:32:35 Sun-21-Jul,1,"(261, 144)","(334, 129)"
22:32:35 Sun-21-Jul,2,"(2, 150)","(130, 135)"
22:32:35 Sun-21-Jul,3,"(250, 231)","(480, 216)"
22:32:35 Sun-21-Jul,4,"(343, 170)","(477, 155)"
22:32:35 Sun-21-Jul,5,"(390, 179)","(480, 164)"
22:32:35 Sun-21-Jul,1,"(262, 144)","(335, 129)"
22:32:35 Sun-21-Jul,2,"(3, 150)","(127, 135)"
22:32:35 Sun-21-Jul,3,"(249, 231)","(480, 216)"
22:32:35 Sun-21-Jul,4,"(340, 170)","(477, 155)"
22:32:35 Sun-21-Jul,5,"(389, 179)","(480, 164)"
22:32:35 Sun-21-Jul,1,"(3, 151)","(128, 136)"
22:32:35 Sun-21-Jul,2,"(261, 144)","(334, 129)"
22:32:35 Sun-21-Jul,3,"(248, 230)","(480, 215)"
22:32:35 Sun-21-Jul,4,"(344, 170)","(476, 155)"
22:32:35 Sun-21-Jul,5,"(391, 179)","(480, 164)"
22:32:35 Sun-21-Jul,1,"(2, 151)","(127, 136)"
22:32:35 Sun-21-Jul,2,"(262, 144)","(334, 129)"
22:32:35 Sun-21-Jul,3,"(249, 230)","(480, 215)"
22:32:35 Sun-21-Jul,4,"(343, 170)","(476, 155)"
22:32:35 Sun-21-Jul,5,"(391, 179)","(480, 164)"
22:32:35 Sun-21-Jul,1,"(3, 151)","(126, 136)"
22:32:35 Sun-21-Jul,2,"(263, 144)","(335, 129)"
22:32:35 Sun-21-Jul,3,"(249, 229)","(480, 214)"
22:32:35 Sun-21-Jul,4,"(343, 170)","(476, 155)"
22:32:35 Sun-21-Jul,5,"(391, 179)","(480, 164)"
22:32:36 Sun-21-Jul,1,"(4, 152)","(128, 137)"
22:32:36 Sun-21-Jul,2,"(263, 144)","(334, 129)"
22:32:36 Sun-21-Jul,3,"(248, 230)","(480, 215)"
22:32:36 Sun-21-Jul,4,"(348, 170)","(477, 155)"
22:32:36 Sun-21-Jul,5,"(392, 179)","(480, 164)"
22:32:36 Sun-21-Jul,1,"(4, 153)","(129, 138)"
22:32:36 Sun-21-Jul,2,"(263, 144)","(334, 129)"
22:32:36 Sun-21-Jul,3,"(248, 230)","(480, 215)"
22:32:36 Sun-21-Jul,4,"(347, 170)","(476, 155)"
22:32:36 Sun-21-Jul,5,"(391, 180)","(480, 165)"
22:32:36 Sun-21-Jul,1,"(5, 153)","(132, 138)"
22:32:36 Sun-21-Jul,2,"(263, 144)","(334, 129)"
22:32:36 Sun-21-Jul,3,"(249, 229)","(479, 214)"
22:32:36 Sun-21-Jul,4,"(349, 170)","(477, 155)"
22:32:36 Sun-21-Jul,5,"(391, 179)","(480, 164)"
22:32:36 Sun-21-Jul,1,"(5, 153)","(136, 138)"
22:32:36 Sun-21-Jul,2,"(263, 144)","(334, 129)"
22:32:36 Sun-21-Jul,3,"(249, 229)","(479, 214)"
22:32:36 Sun-21-Jul,4,"(347, 170)","(477, 155)"
22:32:36 Sun-21-Jul,5,"(391, 179)","(480, 164)"
22:32:37 Sun-21-Jul,1,"(5, 153)","(140, 138)"
22:32:37 Sun-21-Jul,2,"(265, 144)","(334, 129)"
22:32:37 Sun-21-Jul,3,"(249, 229)","(479, 214)"
22:32:37 Sun-21-Jul,4,"(348, 170)","(477, 155)"
22:32:37 Sun-21-Jul,5,"(392, 179)","(480, 164)"
22:32:37 Sun-21-Jul,1,"(5, 152)","(139, 137)"
22:32:37 Sun-21-Jul,2,"(265, 144)","(334, 129)"
22:32:37 Sun-21-Jul,3,"(251, 229)","(479, 214)"
22:32:37 Sun-21-Jul,4,"(348, 170)","(477, 155)"
22:32:37 Sun-21-Jul,5,"(392, 179)","(480, 164)"
22:32:37 Sun-21-Jul,1,"(5, 152)","(140, 137)"
22:32:37 Sun-21-Jul,2,"(265, 144)","(334, 129)"
22:32:37 Sun-21-Jul,3,"(250, 228)","(478, 213)"
22:32:37 Sun-21-Jul,4,"(345, 170)","(477, 155)"
22:32:37 Sun-21-Jul,5,"(391, 179)","(480, 164)"
22:32:37 Sun-21-Jul,1,"(5, 152)","(140, 137)"
22:32:37 Sun-21-Jul,2,"(265, 144)","(334, 129)"
22:32:37 Sun-21-Jul,3,"(250, 228)","(478, 213)"
22:32:37 Sun-21-Jul,4,"(345, 170)","(477, 155)"
22:32:37 Sun-21-Jul,5,"(391, 179)","(480, 164)"
22:32:37 Sun-21-Jul,1,"(5, 153)","(141, 138)"
22:32:37 Sun-21-Jul,2,"(265, 144)","(334, 129)"
22:32:37 Sun-21-Jul,3,"(251, 228)","(479, 213)"
22:32:37 Sun-21-Jul,4,"(346, 170)","(478, 155)"
22:32:37 Sun-21-Jul,5,"(391, 179)","(480, 164)"
22:32:38 Sun-21-Jul,1,"(5, 152)","(143, 137)"
22:32:38 Sun-21-Jul,2,"(265, 145)","(335, 130)"
22:32:38 Sun-21-Jul,3,"(251, 229)","(479, 214)"
22:32:38 Sun-21-Jul,4,"(346, 170)","(478, 155)"
22:32:38 Sun-21-Jul,5,"(391, 179)","(480, 164)"
22:32:38 Sun-21-Jul,1,"(264, 145)","(335, 130)"
22:32:38 Sun-21-Jul,2,"(6, 153)","(145, 138)"
22:32:38 Sun-21-Jul,3,"(253, 229)","(479, 214)"
22:32:38 Sun-21-Jul,4,"(343, 169)","(477, 154)"
22:32:38 Sun-21-Jul,5,"(391, 178)","(480, 163)"
22:32:38 Sun-21-Jul,1,"(263, 145)","(335, 130)"
22:32:38 Sun-21-Jul,2,"(6, 152)","(145, 137)"
22:32:38 Sun-21-Jul,3,"(253, 229)","(479, 214)"
22:32:38 Sun-21-Jul,4,"(342, 169)","(477, 154)"
22:32:38 Sun-21-Jul,5,"(391, 178)","(480, 163)"
22:32:38 Sun-21-Jul,1,"(263, 145)","(335, 130)"
22:32:38 Sun-21-Jul,2,"(6, 153)","(145, 138)"
22:32:38 Sun-21-Jul,3,"(253, 229)","(478, 214)"
22:32:38 Sun-21-Jul,4,"(344, 169)","(477, 154)"
22:32:38 Sun-21-Jul,5,"(391, 178)","(480, 163)"
22:32:39 Sun-21-Jul,1,"(261, 145)","(334, 130)"
22:32:39 Sun-21-Jul,2,"(1, 153)","(147, 138)"
22:32:39 Sun-21-Jul,3,"(255, 230)","(479, 215)"
22:32:39 Sun-21-Jul,4,"(345, 170)","(477, 155)"
22:32:39 Sun-21-Jul,5,"(391, 178)","(480, 163)"
22:32:39 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:32:39 Sun-21-Jul,2,"(265, 145)","(334, 130)"
22:32:39 Sun-21-Jul,3,"(258, 229)","(478, 214)"
22:32:39 Sun-21-Jul,4,"(345, 169)","(477, 154)"
22:32:39 Sun-21-Jul,5,"(390, 178)","(480, 163)"
22:32:39 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:32:39 Sun-21-Jul,2,"(265, 145)","(335, 130)"
22:32:39 Sun-21-Jul,3,"(261, 229)","(478, 214)"
22:32:39 Sun-21-Jul,4,"(345, 170)","(477, 155)"
22:32:39 Sun-21-Jul,5,"(391, 185)","(481, 170)"
22:32:39 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:32:39 Sun-21-Jul,2,"(263, 145)","(334, 130)"
22:32:39 Sun-21-Jul,3,"(343, 169)","(477, 154)"
22:32:39 Sun-21-Jul,4,"(267, 229)","(479, 214)"
22:32:39 Sun-21-Jul,5,"(390, 178)","(480, 163)"
22:32:39 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:32:39 Sun-21-Jul,2,"(263, 145)","(335, 130)"
22:32:39 Sun-21-Jul,3,"(344, 170)","(477, 155)"
22:32:39 Sun-21-Jul,4,"(270, 229)","(479, 214)"
22:32:39 Sun-21-Jul,5,"(391, 184)","(481, 169)"
22:32:40 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:32:40 Sun-21-Jul,2,"(262, 144)","(335, 129)"
22:32:40 Sun-21-Jul,3,"(344, 170)","(477, 155)"
22:32:40 Sun-21-Jul,4,"(260, 228)","(479, 213)"
22:32:40 Sun-21-Jul,5,"(391, 185)","(481, 170)"
22:32:40 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:32:40 Sun-21-Jul,2,"(251, 146)","(335, 131)"
22:32:40 Sun-21-Jul,3,"(256, 231)","(479, 216)"
22:32:40 Sun-21-Jul,4,"(344, 170)","(478, 155)"
22:32:40 Sun-21-Jul,5,"(391, 186)","(481, 171)"
22:32:40 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:32:40 Sun-21-Jul,2,"(253, 230)","(479, 215)"
22:32:40 Sun-21-Jul,3,"(346, 170)","(479, 155)"
22:32:40 Sun-21-Jul,4,"(254, 147)","(336, 132)"
22:32:40 Sun-21-Jul,5,"(391, 186)","(481, 171)"
22:32:40 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:32:40 Sun-21-Jul,2,"(260, 146)","(333, 131)"
22:32:40 Sun-21-Jul,3,"(255, 227)","(479, 212)"
22:32:40 Sun-21-Jul,4,"(351, 170)","(478, 155)"
22:32:40 Sun-21-Jul,5,"(392, 186)","(481, 171)"
22:32:41 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:32:41 Sun-21-Jul,2,"(260, 146)","(333, 131)"
22:32:41 Sun-21-Jul,3,"(255, 227)","(479, 212)"
22:32:41 Sun-21-Jul,4,"(351, 170)","(478, 155)"
22:32:41 Sun-21-Jul,5,"(392, 186)","(481, 171)"
22:32:41 Sun-21-Jul,1,"(5, 153)","(144, 138)"
22:32:41 Sun-21-Jul,2,"(260, 146)","(334, 131)"
22:32:41 Sun-21-Jul,3,"(349, 170)","(479, 155)"
22:32:41 Sun-21-Jul,4,"(235, 229)","(478, 214)"
22:32:41 Sun-21-Jul,5,"(391, 183)","(481, 168)"
22:32:41 Sun-21-Jul,1,"(6, 153)","(144, 138)"
22:32:41 Sun-21-Jul,2,"(261, 145)","(334, 130)"
22:32:41 Sun-21-Jul,3,"(254, 218)","(479, 203)"
22:32:41 Sun-21-Jul,4,"(349, 170)","(479, 155)"
22:32:41 Sun-21-Jul,5,"(391, 184)","(481, 169)"
22:32:41 Sun-21-Jul,1,"(257, 146)","(333, 131)"
22:32:41 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:32:41 Sun-21-Jul,3,"(257, 216)","(479, 201)"
22:32:41 Sun-21-Jul,4,"(345, 170)","(480, 155)"
22:32:41 Sun-21-Jul,5,"(391, 184)","(481, 169)"
